date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
10-2012	12	10	Adjala-Tosorontio	11	5550500	504591	439000	28	49.8	84	6.5	96	98	-	11	5550500	504591	439000	28	83	96	98	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10-2012	12	10	Ajax	149	54727516	367299	353500	227	66.5	264	1.6	99	22	-	105	41865690	398721	384500	141	173	98	22	13	4523300	347946	345500	16	9	101	10	10	2432700	243270	258500	13	13	98	25	4	844500	211125	200750	21	22	98	23	14	4284326	306023	309500	31	42	99	25	18	5128826	284934.777777778
10-2012	12	10	Aurora	58	30826880	531498	444200	132	62.9	204	2	98	22	-	29	18501280	637975	570000	90	143	98	20	7	2765300	395043	390000	12	11	98	17	4	2154900	538725	505000	10	16	96	26	6	2339900	389983	362000	9	18	99	34	10	4016500	401650	404500	10	15	98	24	16	6356400	397275
10-2012	12	10	Bradford West Gwillimbury	42	17966000	427762	410000	73	63.9	149	2.3	97	33	-	32	14644000	457625	422000	61	131	96	38	3	1162500	387500	377500	2	8	99	25	1	217000	217000	217000	1	-	99	12	-	-	-	-	-	-	-	-	4	1377500	344375	355500	6	4	98	16	-	-	-
10-2012	12	10	Brampton	582	237593568	408236	389750	1164	53.7	1784	2.2	98	26	-	330	155815753	472169	460500	708	1119	97	25	129	46858750	363246	363000	204	288	98	27	37	9385190	253654	238500	64	91	98	27	28	5980225	213579	225500	70	132	96	39	57	19186650	336608	338000	113	142	98	23	85	25166875	296080.882352941
10-2012	12	10	Brock	18	4496100	249783	193500	33	43.1	125	8.1	96	74	-	16	4118100	257381	196000	31	121	96	78	-	-	-	-	-	-	-	-	1	195000	195000	195000	2	4	98	47	-	-	-	-	-	-	-	-	1	183000	183000	183000	-	-	99	50	-	-	-
10-2012	12	10	Burlington	72	33739250	468601	408250	119	58.8	237	2.6	98	31	-	34	21037400	618747	560000	79	173	97	32	4	1667000	416750	415750	1	3	100	30	14	4279500	305679	279500	12	16	97	35	6	1518000	253000	245000	8	16	98	27	11	4082900	371173	365000	18	27	98	23	17	5600900	329464.705882353
10-2012	12	10	Caledon	61	32791650	537568	490000	133	54.2	320	3.7	98	33	-	50	28592650	571853	526250	110	290	98	36	6	2299000	383167	379000	11	10	98	18	-	-	-	-	2	2	-	-	1	387000	387000	387000	-	5	97	69	4	1513000	378250	376000	9	12	96	12	5	1900000	380000
10-2012	12	10	City of Toronto	2730	1471984594	539188	437639	5568	52.6	8492	2.6	98	26	-	931	725699160	779484	624000	1785	2380	99	19	347	199739358	575618	525000	521	496	101	18	181	71258346	393693	350000	326	465	98	26	1141	409322954	358741	329500	2707	4849	97	35	105	58436088	556534	520000	171	209	98	23	1246	467759042	375408.540930979
10-2012	12	10	City of Toronto Total	2730	1471984594	539188	437639	5568	52.6	8492	2.6	98	26	-	931	725699160	779484	624000	1785	2380	99	19	347	199739358	575618	525000	521	496	101	18	181	71258346	393693	350000	326	465	98	26	1141	409322954	358741	329500	2707	4849	97	35	105	58436088	556534	520000	171	209	98	23	1246	467759042	375408.540930979
