date	year	month	area	numofsales	dollarVolume	allAveragePrice	allMedianPrice	newListings	SNLRTrend	activeListings	mosInvTrend	avgSPLP	avgLDOM	avgPDOM	detachedNumberofSales	detachedDollarVolume	detachedAveragePrice	detachedMedianPrice	detachedNewListings	detachedActiveListings	detachedAvgSPLP	detachedAvgLDOM	semidetachedNumberofSales	semidetachedDollarVolume	semidetachedAveragePrice	semidetachedMedianPrice	semidetachedNewListings	semidetachedActiveListings	semidetachedAvgSPLP	semidetachedAvgLDOM	attachedNumberofSales	attachedDollarVolume	attachedAveragePrice	attachedMedianPrice	attachedNewListings	attachedActiveListings	attachedAvgSPLP	attachedAvgLDOM	condotownhouseNumberofSales	condotownhouseDollarVolume	condotownhouseAveragePrice	condotownhouseMedianPrice	condotownhouseNewListings	condotownhouseActiveListings	condotownhouseAvgSPLP	condotownhouseAvgLDOM	condoapartmentNumberofSales	condoapartmentDollarVolume	condoapartmentAveragePrice	condoapartmentMedianPrice	condoapartmentNewListings	condoapartmentActiveListings	condoapartmentAvgSPLP	condoapartmentAvgLDOM	allcondoNumberofSales	allcondoDollarVolume	allcondoAveragePrice
11-2013	13	11	Adjala-Tosorontio	12	5629000	469083	477500	14	50	74	5.8	97	60	-	12	5629000	469083	477500	14	74	97	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
11-2013	13	11	Ajax	114	47876650	419971	406250	141	67	146	1.4	98	22	-	83	38515600	464043	435000	98	99	98	24	5	1714600	342920	355000	4	4	100	11	4	1006000	251500	247500	7	6	98	17	5	1119700	223940	198000	9	16	99	21	13	4140750	318519	322500	20	19	99	16	18	5260450	292247.222222222
11-2013	13	11	Aurora	66	44825950	679181	556000	73	58.6	171	2.7	97	31	-	43	35127450	816917	660000	49	113	97	34	5	1821000	364200	350000	8	7	96	15	6	3096000	516000	473000	6	20	98	31	4	1172000	293000	295000	4	26	96	52	6	2721500	453583	437000	5	5	98	13	10	3893500	389350
11-2013	13	11	Bradford West Gwillimbury	36	15159205	421089	402000	69	59.3	133	2.8	98	27	-	23	10884805	473252	495000	52	119	98	33	4	1130000	282500	262500	5	3	98	16	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	2	577000	288500	288500	5	5	99	13	-	-	-
11-2013	13	11	Brampton	563	234112641	415831	388000	895	51.2	1419	2.6	97	32	-	298	147054728	493472	461750	554	916	97	33	115	43012263	374020	370000	154	193	98	26	53	14512200	273815	275000	47	75	98	38	38	8218650	216280	202500	62	124	97	48	56	19880800	355014	352000	72	100	98	23	94	28099450	298930.319148936
11-2013	13	11	Brock	18	4253700	236317	219000	17	47.8	90	6.7	96	67	-	16	3976700	248544	221000	15	87	96	59	-	-	-	-	-	-	-	-	2	277000	138500	138500	1	2	97	133	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-
11-2013	13	11	Burlington	103	49038650	476103	420000	123	62.3	267	2.7	97	33	-	50	32015900	640318	567000	65	158	96	34	9	3789750	421083	397000	8	9	99	20	17	5299700	311747	319900	14	27	98	40	19	4828790	254147	250000	23	54	98	36	8	3104510	388064	396500	12	13	97	17	27	7933300	293825.925925926
11-2013	13	11	Caledon	57	32128980	563666	535000	91	48.3	275	4.1	97	43	-	45	27252200	605604	575000	77	258	97	45	3	1303500	434500	427500	10	10	100	7	-	-	-	-	-	-	-	-	2	900000	450000	450000	-	-	98	64	7	2673280	381897	370000	4	5	97	34	9	3573280	397031.111111111
11-2013	13	11	City of Toronto	2528	1492444187	590366	470000	3849	53.6	6380	2.7	99	28	-	913	780786310	855188	660000	1182	1659	99	22	267	170935602	640208	585000	291	248	103	17	176	72854128	413944	359000	220	357	98	27	1081	417231807	385968	332000	2017	3926	98	35	73	44853740	614435	575000	110	132	100	21	1154	462085547	400420.751299827
11-2013	13	11	City of Toronto Total	2528	1492444187	590366	470000	3849	53.6	6380	2.7	99	28	-	913	780786310	855188	660000	1182	1659	99	22	267	170935602	640208	585000	291	248	103	17	176	72854128	413944	359000	220	357	98	27	1081	417231807	385968	332000	2017	3926	98	35	73	44853740	614435	575000	110	132	100	21	1154	462085547	400420.751299827
